OBJECTID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape__Area,Shape__Length
2610,10001043,HUTCHINSON CORRECTIONAL FACILITY - CENTRAL,500 REFORMATORY STREET,HUTCHINSON,KS,67504,1568,(620) 662-2321,STATE,OPEN,951,RENO,20155,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.doc.ks.gov//publications/population-report,2024/02/26 00:00:00+00,IMAGERY/OTHER,2024/02/27 00:00:00+00,https://www.doc.ks.gov/facilities/hcf,MAXIMUM,956,1.13083340238518e-05,0.0150681700702824
2611,10004855,KEARNY COUNTY JAIL,106 E WASHINGTON AVE,LAKIN,KS,67860,-999,(620) 355-6211,COUNTY,OPEN,-999,KEARNY,20093,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.kearnycountykansas.com/sheriff/,2018/03/12 00:00:00+00,IMAGERY/OTHER,2024/08/02 00:00:00+00,http://www.kearnycountykansas.com/sheriff/,NOT AVAILABLE,20,5.54314283363055e-08,0.00116876240080627
2612,10001145,MCCORMICK CORRECTIONAL INSTITUTION,386 REDEMPTION WAY,MCCORMICK,SC,29899,-999,(864) 443-2114,STATE,OPEN,-999,MCCORMICK,45065,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.doc.sc.gov/institutions,2018/01/08 00:00:00+00,IMAGERY/OTHER,2024/04/10 00:00:00+00,https://www.doc.sc.gov/institutions,CLOSE,-999,1.48216136039991e-05,0.0154519800882722
2613,10004862,ALLEN COUNTY JAIL,1 NORTH WASHINGTON STREET,IOLA,KS,66749,-999,(620) 365-1402,COUNTY,OPEN,-999,ALLEN,20001,USA,922140,CORRECTIONAL INSTITUTIONS,https://allencosheriff.org/,2018/03/07 00:00:00+00,IMAGERY/OTHER,2024/08/01 00:00:00+00,https://allencosheriff.org/,NOT AVAILABLE,79,1.49071638588794e-07,0.00168142644967419
2614,10004817,RILEY COUNTY JAIL,1001 SOUTH SETH CHILD ROAD,MANHATTAN,KS,66502,-999,(785) 537-2112,COUNTY,OPEN,104,RILEY,20161,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.rileycountypolice.org/342/Riley-County-Jail,2024/08/02 00:00:00+00,IMAGERY/OTHER,2024/08/02 00:00:00+00,https://www.rileycountypolice.org/342/Riley-County-Jail,MAXIMUM,147,3.78290678781923e-07,0.00290337355364383
2615,10006243,SHAWNEE COUNTY ANNEX,818 SE ADAMS,TOPEKA,KS,66607,-999,(785) 251-5000,COUNTY,OPEN,-999,SHAWNEE,20177,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.snco.us/doc/,2016/02/15 00:00:00+00,IMAGERY/OTHER,2024/08/02 00:00:00+00,https://www.snco.us/doc/,NOT AVAILABLE,200,3.23472249874612e-07,0.00256014807012329
2616,10001829,PAWNEE COUNTY JAIL (OLD),116 WEST 8TH STREET,LARNED,KS,67550,-999,(620) 285-2211,COUNTY,OPEN,-999,PAWNEE,20145,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.pawneecountykansas.com/185/Sheriff,2024/08/02 00:00:00+00,IMAGERY/OTHER,2024/08/02 00:00:00+00,https://www.pawneecountykansas.com/185/Sheriff,NOT AVAILABLE,-999,3.20580966217676e-08,0.000792937317303408
2617,10001032,LEAVENWORTH COUNTY JAIL,601 S 3RD ST,LEAVENWORTH,KS,66048,-999,(913) 682-5724,COUNTY,OPEN,-999,LEAVENWORTH,20103,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.lvsheriff.org/,2018/03/12 00:00:00+00,IMAGERY/OTHER,2024/08/02 00:00:00+00,https://www.lvsheriff.org/,NOT AVAILABLE,157,5.2744098866242e-07,0.00346372918334044
2618,10004866,PRATT COUNTY JAIL,303 SOUTH OAK STREET,PRATT,KS,67124,-999,(620) 672-4150,COUNTY,OPEN,-999,PRATT,20151,USA,922140,CORRECTIONAL INSTITUTIONS,https://prattso.org/,2018/03/12 00:00:00+00,IMAGERY/OTHER,2024/08/02 00:00:00+00,https://prattso.org/jail-roster/,NOT AVAILABLE,-999,1.20174490803038e-07,0.00154164879424277
2619,10001131,CATAWBA PRE-RELEASE CENTER,1030 MILLING RD,ROCK HILL,SC,29730,-999,(803) 324-5361,STATE,CLOSED,0,YORK,45091,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.abccolumbia.com/2017/10/11/catawba-pre-release-center-close-november/,2018/01/08 00:00:00+00,IMAGERY/OTHER,2024/04/11 00:00:00+00,https://www.abccolumbia.com/2017/10/11/catawba-pre-release-center-close-november/,MINIMUM,-999,3.19313585350756e-07,0.00357527596518315
2620,10001502,GREENE COUNTY JAIL,45 HAVERLY MEMORIAL DRIVE,COXSACKIE,NY,12414,-999,(518) 731-2520,COUNTY,OPEN,-999,GREENE,36039,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.greenegovernment.com/departments/sheriff,2018/04/10 00:00:00+00,IMAGERY/OTHER,2024/08/12 00:00:00+00,https://www.greenegovernment.com/departments/sheriff,NOT AVAILABLE,56,1.31862248053949e-06,0.00565521840265595
2621,10005447,COLUMBIA COUNTY JAIL,341 E MAIN ST,DAYTON,WA,99328,-999,(509) 382-2518,COUNTY,OPEN,5,COLUMBIA,53013,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.columbiaco.com/index.aspx?nid=359,2018/05/07 00:00:00+00,IMAGERY/OTHER,2020/02/26 00:00:00+00,http://www.columbiaco.com/index.aspx?nid=359,NOT AVAILABLE,11,6.70142981107347e-08,0.00104780034850459
2622,10004838,FRANKLIN COUNTY DETENTION CENTER (OLD),305 SOUTH MAIN STREET,OTTAWA,KS,66067,-999,(785) 229-1220,COUNTY,NOT AVAILABLE,-999,FRANKLIN,20059,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.franklincoks.org/972/Sheriffs-Office,2024/08/01 00:00:00+00,IMAGERY/OTHER,2024/08/01 00:00:00+00,http://www.franklincoks.org/index.aspx?NID=196,NOT AVAILABLE,-999,1.26409759104718e-07,0.00161685179872968
2623,10001774,HAYWOOD CORRECTIONAL CENTER,141 HEMLOCK ST,WAYNESVILLE,NC,28786,-999,NOT AVAILABLE,STATE,CLOSED,0,HAYWOOD,37087,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.dac.nc.gov/our-organization/prisons/closed-prisons,2015/11/13 00:00:00+00,IMAGERY/OTHER,2024/03/06 00:00:00+00,https://www.dac.nc.gov/our-organization/prisons/closed-prisons,MINIMUM,128,7.22747017789516e-07,0.00344223197980036
2624,10001830,LARNED CORRECTIONAL CORECCTIONAL FACILITY - CENTRAL,1318 STATE HIGHWAY 264,LARNED,KS,67550,0280,(620) 285-6249,STATE,OPEN,281,PAWNEE,20145,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.doc.ks.gov//publications/population-report,2024/02/26 00:00:00+00,IMAGERY/OTHER,2024/02/27 00:00:00+00,https://www.doc.ks.gov/facilities/lcmhf,MEDIUM,310,5.8406485550222e-06,0.0088322020275863
2625,10001034,KANSAS JUVENILE CORRECTIONAL COMPLEX,1430 NORTHWEST 25TH STREET,TOPEKA,KS,66618,1499,(785) 354-9800,STATE,OPEN,54,SHAWNEE,20177,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.doc.ks.gov/publications/juvenile/population,2024/01/31 00:00:00+00,IMAGERY/OTHER,2024/02/27 00:00:00+00,https://www.doc.ks.gov/juvenile-services/kjcc,JUVENILE,235,2.29323209168797e-05,0.0243058420240434
2626,10006761,JOHNSON COUNTY WORK RELEASE,141 MISSION PARKWAY,NEW CENTURY,KS,66031,-999,(913) 715-6300,COUNTY,OPEN,-999,JOHNSON,20091,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.jocogov.org/dept/corrections/adult-services/work-release,2018/03/12 00:00:00+00,IMAGERY/OTHER,2024/08/02 00:00:00+00,https://www.jocogov.org/dept/corrections/home,NOT AVAILABLE,-999,8.98562575457618e-08,0.00156370962310147
2627,10004741,MEADOW MOUNTAIN YOUTH CENTER,234 RECOVERY ROAD,GRANTSVILLE,MD,21535,-999,NOT AVAILABLE,STATE,CLOSED,0,GARRETT,24023,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cbsnews.com/baltimore/news/two-maryland-youth-facilities-closing-down-department-of-juvenile-services-says/,2020/05/29 00:00:00+00,IMAGERY/OTHER,2024/02/29 00:00:00+00,NOT AVAILABLE,JUVENILE,-999,1.59569094648759e-06,0.0055464300099359
2628,10004870,KIOWA COUNTY JAIL,200 EAST WISCONSIN STREET,GREENSBURG,KS,67054,-999,(620) 723-2182,COUNTY,OPEN,-999,KIOWA,20097,USA,922140,CORRECTIONAL INSTITUTIONS,https://kiowacokssheriff.com/,2024/08/02 00:00:00+00,IMAGERY/OTHER,2024/08/02 00:00:00+00,https://kiowacokssheriff.com/,NOT AVAILABLE,-999,7.13448571332265e-08,0.00106845198683462
2629,10001031,LANSING CORRECTIONAL FACILITY - CENTRAL UNIT,301 EAST KANSAS AVE,LANSING,KS,66043,-999,(913) 727-3235,STATE,OPEN,1501,LEAVENWORTH,20103,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.doc.ks.gov//publications/population-report,2024/02/26 00:00:00+00,IMAGERY/OTHER,2024/02/27 00:00:00+00,https://www.doc.ks.gov/facilities/lcf,MAXIMUM,1920,2.10177081498841e-05,0.0199705600339431
2630,10001729,JOHN H LILLEY CORRECTIONAL CENTER,407971 HWY 62E,BOLEY,OK,74829,-999,(918) 667-3381,STATE,OPEN,-999,OKFUSKEE,40107,USA,922140,CORRECTIONAL INSTITUTIONS,https://oklahoma.gov/doc/facilities/john-h-lilley-correctional-center.html,2018/01/02 00:00:00+00,IMAGERY/OTHER,2024/03/27 00:00:00+00,https://oklahoma.gov/doc/facilities/john-h-lilley-correctional-center.html,MINIMUM,800,8.68345728122222e-06,0.0135732521586112
2631,10005397,ST. CLAIR COUNTY JAIL,360 CHESTNUT STREET,OSCEOLA,MO,64776,-999,(417) 646-7704,COUNTY,OPEN,-999,ST. CLAIR,29185,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.scsomo.org/page.php?id=14,2018/03/27 00:00:00+00,IMAGERY/OTHER,2024/08/12 00:00:00+00,https://www.scsomo.org/page.php?id=14,NOT AVAILABLE,127,3.28924670611741e-07,0.00268026214180921
2632,10001832,LARNED CORRECTIONAL MENTAL HEALTH FACILITY - WEST,1301 STATE HIGHWAY 264,LARNED,KS,67550,-999,(620) 285-6249,STATE,OPEN,-999,PAWNEE,20145,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.doc.ks.gov//publications/population-report,2024/02/26 00:00:00+00,IMAGERY/OTHER,2024/02/27 00:00:00+00,https://www.doc.ks.gov/facilities/lcmhf,MINIMUM,-999,7.93802882981254e-07,0.00394843584698093
2633,10000463,ORANGE YOUTH ACADEMY/ORLANDO INTENSIVE YOUTH ACADEMY,3150 39TH ST,ORLANDO,FL,32839,-999,(407) 835-0111,STATE,OPEN,-999,ORANGE,12095,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.djj.state.fl.us/programs-facilities/residential-facilities,2024/02/19 00:00:00+00,IMAGERY/OTHER,2024/04/01 00:00:00+00,https://www.djj.state.fl.us/programs-facilities/residential-facilities/orange-youth-academy-orange-youth-academy-substance-abuse,JUVENILE,56,1.31985734697082e-06,0.00561436879139633
2634,10001048,WICHITA WORK RELEASE FACILITY,401 SOUTH EMPORIA STREET,WICHITA,KS,67202,-999,(316) 265-5211,STATE,OPEN,254,SEDGWICK,20173,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.doc.ks.gov//publications/population-report,2024/02/26 00:00:00+00,IMAGERY/OTHER,2024/02/27 00:00:00+00,https://www.doc.ks.gov/facilities/wwrf,MINIMUM,250,2.3146139938035e-07,0.00203485295015276
2635,10001544,GREEN RIDGE YOUTH CENTER,10700 15 MILE CREEK RD,FLINTSTONE,MD,21530,-999,(301) 478-2930,STATE,OPEN,-999,ALLEGANY,24001,USA,922140,CORRECTIONAL INSTITUTIONS,https://djs.maryland.gov/Pages/facilities/index.aspx,2024/02/29 00:00:00+00,IMAGERY/OTHER,2024/02/29 00:00:00+00,https://djs.maryland.gov/Pages/facilities/Green-Ridge-Youth-Center.aspx,JUVENILE,-999,2.39760697695601e-06,0.0064559395814573
2636,10001732,JOSEPH HARP CORRECTIONAL CENTER,16161 MOFFAT RD,LEXINGTON,OK,73051,0548,(405) 527-5593,STATE,OPEN,-999,CLEVELAND,40027,USA,922140,CORRECTIONAL INSTITUTIONS,https://oklahoma.gov/doc/facilities/joseph-harp-correctional-center.html,2018/01/02 00:00:00+00,IMAGERY/OTHER,2020/01/21 00:00:00+00,https://oklahoma.gov/doc/facilities/joseph-harp-correctional-center.html,MEDIUM,1300,1.57758940986241e-05,0.0169730541518243
2637,10001733,LEXINGTON ASSESSMENT AND RECEPTION CENTER,15151 STATE HWY 39,LEXINGTON,OK,73051,-999,(405) 527-5676,STATE,OPEN,499,CLEVELAND,40027,USA,922140,CORRECTIONAL INSTITUTIONS,https://oklahoma.gov/doc/facilities/lexington-assessment-and-reception-center.html,2018/01/02 00:00:00+00,IMAGERY/OTHER,2024/03/27 00:00:00+00,https://oklahoma.gov/doc/facilities/lexington-assessment-and-reception-center.html,MAXIMUM,1462,1.37845820518123e-05,0.0195542182777194
2638,10004057,ST. CHARLES COUNTY JUVENILE JUSTICE CENTER,1700 S RIVER RD,ST. CHARLES,MO,63303,-999,(636) 949-3040,COUNTY,OPEN,-999,ST. CHARLES,29183,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.sccmo.org/365/Juvenile-Justice-Center,2018/03/27 00:00:00+00,IMAGERY/OTHER,2024/08/12 00:00:00+00,https://www.sccmo.org/365/Juvenile-Justice-Center,JUVENILE,-999,2.53521420745528e-07,0.00242361545574416
2639,10003121,SCI GREENE,169 PROGRESS DR,WAYNESBURG,PA,15370,-999,(724) 852-2902,STATE,OPEN,-999,GREENE,42059,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cor.pa.gov/About%20Us/Statistics/Documents/current%20monthly%20population.pdf,2017/11/30 00:00:00+00,IMAGERY/OTHER,2024/04/09 00:00:00+00,https://www.cor.pa.gov/Facilities/StatePrisons/Pages/Greene.aspx,CLOSE,1926,1.83288320840802e-05,0.0178799429873174
2640,10004840,MIAMI COUNTY JAIL,209 S. PEARL,PAOLA,KS,66071,-999,(913) 294-3232,COUNTY,OPEN,-999,MIAMI,20121,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.miamicountyks.org/245/Jail,2018/03/12 00:00:00+00,IMAGERY/OTHER,2024/08/02 00:00:00+00,http://www.miamicountyks.org/242/Sheriff,NOT AVAILABLE,96,1.60508761837264e-07,0.00173593325932941
2641,10004547,COLQUITT COUNTY JAIL,200 VETERANS PARKWAY NORTH,MOULTRIE,GA,31776,-999,(229) 616-7430,COUNTY,OPEN,-999,COLQUITT,13071,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.colquittcountyga.gov/departments/sheriff/index.php,2018/02/22 00:00:00+00,IMAGERY/OTHER,2024/07/01 00:00:00+00,https://www.colquittcountyga.gov/departments/sheriff/index.php,NOT AVAILABLE,-999,1.29407794702274e-06,0.00513267126284589
2642,10004883,MONTGOMERY COUNTY JAIL,300 EAST MAIN STREET,INDEPENDENCE,KS,67301,-999,(620) 330-1240,COUNTY,OPEN,-999,MONTGOMERY,20125,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.mgso.us/montgomery-county-jail/,2018/03/12 00:00:00+00,IMAGERY/OTHER,2024/08/02 00:00:00+00,http://www.mgso.us/,NOT AVAILABLE,-999,3.95850975110079e-07,0.00338239742425425
2643,10004888,CHAUTAUQUA COUNTY JAIL,218 N MONTGOMERY ST,SEDAN,KS,67361,-999,(620) 725-3108,COUNTY,OPEN,-999,CHAUTAUQUA,20019,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.chautauquacountyks.com/sheriff,2018/03/07 00:00:00+00,IMAGERY/OTHER,2024/08/01 00:00:00+00,https://www.chautauquacountyks.com/sheriff,NOT AVAILABLE,-999,9.78961907094344e-08,0.00135717830426917
2644,10004015,ATLANTIC YOUTH CENTER - HARBORFIELDS,BUFFALO AVE & DUERER ST (800 BUFFALO AVE),EGG HARBOR CITY,NJ,08215,-999,(609) 965-3583,STATE,OPEN,-999,ATLANTIC,34001,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.atlantic-county.org/public-safety/harborfields.asp,2020/02/04 00:00:00+00,UNVERIFIED,2024/07/17 00:00:00+00,https://www.state.nj.us/corrections/pages/index.shtml,JUVENILE,27,2.89817080556531e-07,0.00280809956654571
2645,10002238,MONTEZUMA COUNTY DETENTION CENTER,730 EAST DRISCOLL STREET,CORTEZ,CO,81321,-999,(970) 564-4995,COUNTY,OPEN,-999,MONTEZUMA,08083,USA,922140,CORRECTIONAL INSTITUTIONS,https://montezumacounty.org/sheriffoffice/detention-division/,2024/08/19 00:00:00+00,IMAGERY/OTHER,2024/08/19 00:00:00+00,https://montezumacounty.org/sheriffoffice/detention-division/,NOT AVAILABLE,104,4.14279611504753e-07,0.00336756648228304
2646,10004828,DICKINSON COUNTY JAIL,109 EAST 1ST STREET,ABILENE,KS,67410,-999,(785) 263-4734,COUNTY,OPEN,-999,DICKINSON,20041,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.dkcoks.org/Directory.aspx?did=4,2018/03/09 00:00:00+00,IMAGERY/OTHER,2024/08/02 00:00:00+00,https://www.dkcoks.org/66/Sheriffs-Department,NOT AVAILABLE,38,4.09119365940569e-07,0.00340185869805126
2647,10004839,FRANKLIN COUNTY JUVENILE DETENTION CENTER,226 SOUTH BEECH ST,OTTAWA,KS,66067,-999,(785) 229-3510,COUNTY,OPEN,-999,FRANKLIN,20059,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.franklincoks.org/176/Community-Corrections,2024/08/01 00:00:00+00,IMAGERY/OTHER,2024/08/01 00:00:00+00,http://www.franklincoks.org/176/Community-Corrections,JUVENILE,-999,1.32162767840782e-07,0.00154352807628294
2648,10006755,TIPPECANOE COUNTY WORK RELEASE,2800 N. 9TH STREET,LAFAYETTE,IN,47904,-999,(765) 742-1279,COUNTY,OPEN,-999,TIPPECANOE,18157,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tippecanoe.in.gov/434/Community-Corrections,2018/03/06 00:00:00+00,IMAGERY/OTHER,2024/08/01 00:00:00+00,https://www.tippecanoe.in.gov/434/Community-Corrections,NOT AVAILABLE,-999,5.09531901116134e-07,0.00346494243161707
2649,10006766,PHILLIPS COUNTY JAIL,301 STATE STREET,PHILLIPSBURG,KS,67761,-999,(785) 543-6885,COUNTY,OPEN,-999,PHILLIPS,20147,USA,922140,CORRECTIONAL INSTITUTIONS,https://phillipscosheriff.com/,2018/03/12 00:00:00+00,IMAGERY/OTHER,2024/08/02 00:00:00+00,https://phillipscosheriff.com/,NOT AVAILABLE,-999,6.17283149040304e-08,0.00100652436217319
2650,10006136,TIPTON COUNTY JAIL (OLD),121 WEST MADISON STREET,TIPTON,IN,46072,-999,(765) 675-7004,COUNTY,CLOSED,0,TIPTON,18159,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tiptongov.com/county/department/division.php?structureid=99,2018/03/06 00:00:00+00,IMAGERY/OTHER,2024/08/01 00:00:00+00,http://www.tiptongov.com/county/department/index.php?structureid=41,NOT AVAILABLE,-999,1.06801053334493e-07,0.00171825215463949
2651,10002653,VANDERBURGH COUNTY DETENTION FACILITY,3500 N HARLAN AVE,EVANSVILLE,IN,47711,-999,(812) 421-6200,COUNTY,OPEN,-999,VANDERBURGH,18163,USA,922140,CORRECTIONAL INSTITUTIONS,https://vanderburghsheriff.org/jail/,2018/03/06 00:00:00+00,IMAGERY/OTHER,2024/08/01 00:00:00+00,http://www.vanderburghsheriff.com/areas.aspx,NOT AVAILABLE,600,1.88594322025892e-06,0.0078927445769661
2652,10002234,OTERO COUNTY JAIL,222 EAST 2ND STREET,LA JUNTA,CO,81050,-999,(719) 384-5941,COUNTY,OPEN,-999,OTERO,08089,USA,922140,CORRECTIONAL INSTITUTIONS,https://oterocounty.colorado.gov/elected-officials/sheriff,2024/03/27 00:00:00+00,IMAGERY/OTHER,2024/03/27 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,7.64098331273999e-08,0.00116576847951627
2653,10005620,VERMILLION COUNTY JAIL / SHERIFF,1888 SOUTH STATE ROAD 63,NEWPORT,IN,47966,-999,(765) 492-3838,COUNTY,OPEN,-999,VERMILLION,18165,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.vermilliongov.us/sheriff/,2016/02/15 00:00:00+00,IMAGERY/OTHER,2024/08/01 00:00:00+00,https://www.vermilliongov.us/sheriff/,NOT AVAILABLE,88,5.03036062582396e-07,0.00386150532027277
2654,10000814,BEN LOMOND CONSERVATION CAMP #45,13575 EMPIRE GRADE ROAD,SANTA CRUZ,CA,95060,-999,(831) 423-1652,STATE,OPEN,-999,SANTA CRUZ,06087,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017/10/25 00:00:00+00,IMAGERY/OTHER,2024/01/22 00:00:00+00,https://www.cdcr.ca.gov/facility-locator/conservation-camps/ben-lomond/,MINIMUM,-999,2.52681184065295e-06,0.00808874515600896
2655,10002212,PARK COUNTY JAIL,1180 COUNTY ROAD 16,FAIRPLAY,CO,80440,-999,(719) 836-4373,COUNTY,OPEN,-999,PARK,08093,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.parkco.us/88/Sheriffs-Office,2018/02/20 00:00:00+00,IMAGERY/OTHER,2024/03/27 00:00:00+00,https://www.parkco.us/88/Sheriffs-Office,NOT AVAILABLE,-999,7.191611075541e-07,0.00364800018968594
2656,10006270,WASHINGTON COUNTY JUSTICE CENTER,26861 US HWY 34,AKRON,CO,80720,-999,(970) 345-2244,COUNTY,OPEN,-999,WASHINGTON,08121,USA,922140,CORRECTIONAL INSTITUTIONS,https://washingtoncountysheriff.colorado.gov/,2024/03/27 00:00:00+00,IMAGERY/OTHER,2024/03/27 00:00:00+00,NOT AVAILABLE,MAXIMUM,-999,7.16539943823591e-07,0.00443233937525429
2657,10000590,PUEBLO COUNTY DETENTION CENTER,909 COURT ST,PUEBLO,CO,81003,-999,(719) 583-6135,COUNTY,OPEN,-999,PUEBLO,08101,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.sheriff.co.pueblo.co.us/31/Detention-Center,2018/02/20 00:00:00+00,IMAGERY/OTHER,2024/03/27 00:00:00+00,https://www.sheriff.co.pueblo.co.us/31/Detention-Center,MAXIMUM,-999,8.26056748337578e-07,0.00413470685742048
2658,10002198,RIO BLANCO COUNTY DETENTION CENTER,355 4TH STREET,MEEKER,CO,81641,-999,(970) 878-9550,COUNTY,OPEN,-999,RIO BLANCO,08103,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.rbc.us/297/Sheriffs-Office,2024/03/27 00:00:00+00,IMAGERY/OTHER,2024/03/27 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,4.41364136349875e-07,0.00364005301550378
2659,10002197,YUMA COUNTY JAIL,310 ASH STREET,WRAY,CO,80758,-999,(970) 332-4805,COUNTY,NOT AVAILABLE,-999,YUMA,08125,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.yumacountysheriff.net/,2018/02/20 00:00:00+00,IMAGERY/OTHER,2024/03/27 00:00:00+00,http://yumacountysheriff.net/projects/county-jail/,NOT AVAILABLE,-999,1.5812429410289e-07,0.00175174097028232
2660,10003947,BAY COUNTY JAIL,5700 STAR LANE,PANAMA CITY,FL,32404,-999,(850) 785-5245,COUNTY,OPEN,1268,BAY,12005,USA,922140,CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/pub/jails/2024/2024_02%20February%20FCDF.pdf,2023/09/23 00:00:00+00,IMAGERY/OTHER,2024/04/05 00:00:00+00,https://www.bayso.org/jail-division,MAXIMUM,-999,3.66169911103498e-06,0.0105842563035984
2661,10002236,RIO GRANDE COUNTY JAIL,640 CHERRY STREET,DEL NORTE,CO,81132,-999,(719) 657-4000,COUNTY,OPEN,-999,RIO GRANDE,08105,USA,922140,CORRECTIONAL INSTITUTIONS,https://riograndecounty.colorado.gov/rio-grande-county-sheriff,2024/03/27 00:00:00+00,IMAGERY/OTHER,2024/03/27 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,1.89379079529317e-07,0.00193427105960945
2662,10006719,SAGUACHE COUNTY JAIL,530 5TH STREET,SAGUACHE,CO,81149,-999,(719) 655-2544,COUNTY,CLOSED,0,SAGUACHE,08109,USA,922140,CORRECTIONAL INSTITUTIONS,https://saguachecounty.colorado.gov/departments/sheriff,2024/03/27 00:00:00+00,IMAGERY/OTHER,2024/03/27 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,6.25518623564858e-08,0.00105176675613474
2663,10005826,MORRIS COUNTY JUVENILE DETENTION CENTER,460 WEST HANOVER AVE,MORRISTOWN,NJ,07960,-999,(973) 285-2959,COUNTY,OPEN,-999,MORRIS,34027,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.morriscountynj.gov/Departments/Juvenile-Detention-Center,2016/02/23 00:00:00+00,IMAGERY/OTHER,2024/07/30 00:00:00+00,https://www.morriscountynj.gov/Departments/Juvenile-Detention-Center,JUVENILE,42,4.41555130237248e-07,0.00284314521928249
2664,10006269,SAN MIGUEL COUNTY JAIL,684 COUNTY ROAD 63L,TELLURIDE,CO,81435,-999,(970) 728-1911,COUNTY,OPEN,-999,SAN MIGUEL,08113,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.sanmiguelcountyco.gov/201/Sheriff,2018/02/20 00:00:00+00,IMAGERY/OTHER,2024/03/27 00:00:00+00,https://www.sanmiguelcountyco.gov/268/County-Jail,NOT AVAILABLE,-999,1.35000163936638e-07,0.00153089472140429
2665,10003077,SCI PINE GROVE,189 FYOCK RD,INDIANA,PA,15701,-999,(724) 465-9630,STATE,OPEN,-999,INDIANA,42063,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cor.pa.gov/About%20Us/Statistics/Documents/current%20monthly%20population.pdf,2017/11/30 00:00:00+00,IMAGERY/OTHER,2024/04/09 00:00:00+00,https://www.cor.pa.gov/Facilities/StatePrisons/Pages/Pine-Grove.aspx,MAXIMUM,1047,1.1787322591772e-05,0.0142850397921905
2666,10000491,HIGHLANDS COUNTY DETENTION FACILITY,338 S ORANGE ST,SEBRING,FL,33870,-999,(863) 402-7201,COUNTY,OPEN,552,HIGHLANDS,12055,USA,922140,CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/pub/jails/2024/2024_02%20February%20FCDF.pdf,2024/02/28 00:00:00+00,IMAGERY/OTHER,2024/04/05 00:00:00+00,https://www.highlandssheriff.org/contactUs,MAXIMUM,-999,1.02227113529807e-06,0.00429190695395785
2667,10002202,SUMMIT COUNTY JAIL,501 NORTH PARK AVENUE,BRECKENRIDGE,CO,80424,0210,(970) 453-2232,COUNTY,OPEN,-999,SUMMIT,08117,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.summitcountyco.gov/109/Sheriffs-Office,2018/02/20 00:00:00+00,IMAGERY/OTHER,2024/03/27 00:00:00+00,https://www.summitcountyco.gov/308/Detentions-Division,NOT AVAILABLE,95,4.91633272758918e-07,0.00373225027915235
